##NAMES=Polylithionite
##RRUFFID=R050132
##IDEAL CHEMISTRY=KLi_2_AlSi_4_O_10_F_2_
##LOCALITY=Brown Derby mine, Ohio City, Gunnison County, Colorado, USA
##OWNER=RRUFF
##SOURCE=Dave Bunk Minerals
##DESCRIPTION=Purple scaly aggregate, polytype 2M1
##DIFFRACTION SAMPLE DESCRIPTION=Powder, refined as 2M1 polytype
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=rruff.info/R050132
##MEASURED CHEMISTRY=(K_0.90_Rb_0.10_)(Li_0.62_Al_0.38_)_3_(Si_0.93_Al_0.07_)_4_O_10_(F_0.69_(OH)_0.31_)_2_
##CELL PARAMETERS=a: 5.1937(8) b: 9.005(2) c: 20.052(1) alpha: 90 beta: 95.555(8) gamma: 90 volume: 933.5(2) crystal system: monoclinic
5.000, 0.000
5.010, 13.274
5.020, 0.018
5.030, 13.791
5.040, 22.532
5.050, 5.955
5.060, 13.004
5.070, 2.202
5.080, 19.155
5.090, 0.062
5.100, 4.798
5.110, 12.673
5.120, 8.561
5.130, 1.459
5.140, 14.367
5.150, 4.282
5.160, 5.209
5.170, 0.857
5.180, 19.083
5.190, 4.026
5.200, 6.982
5.210, 11.950
5.220, 16.919
5.230, 4.891
5.240, 6.864
5.250, 11.838
5.260, 11.815
5.270, 8.794
5.280, 15.774
5.290, 8.756
5.300, 15.740
5.310, 3.750
5.320, 10.831
5.330, 5.816
5.340, 6.802
5.350, 6.789
5.360, 5.778
5.370, 21.768
5.380, 13.759
5.390, 14.751
5.400, 5.108
5.410, 7.105
5.420, 16.103
5.430, 21.101
5.440, 8.101
5.450, 13.101
5.460, 10.102
5.470, 23.107
5.480, 7.110
5.490, 10.113
5.500, 6.117
5.510, 8.125
5.520, 17.137
5.530, 3.149
5.540, 16.162
5.550, 17.174
5.560, 11.187
5.570, 7.200
5.580, 13.214
5.590, 3.229
5.600, 7.245
5.610, 10.262
5.620, 0.279
5.630, 0.705
5.640, 5.312
5.650, 14.327
5.660, 3.343
5.670, 5.360
5.680, 5.376
5.690, 15.392
5.700, 9.409
5.710, 10.425
5.720, 13.441
5.730, 8.458
5.740, 7.477
5.750, 12.495
5.760, 23.515
5.770, 1.535
5.780, 10.556
5.790, 2.423
5.800, 13.080
5.810, 11.097
5.820, 12.115
5.830, 5.134
5.840, 13.154
5.850, 6.174
5.860, 11.195
5.870, 17.215
5.880, 21.238
5.890, 16.261
5.900, 12.284
5.910, 10.307
5.920, 18.348
5.930, 1.371
5.940, 14.394
5.950, 11.418
5.960, 10.442
5.970, 12.465
5.980, 9.488
5.990, 8.512
6.000, 17.535
6.010, 14.711
6.020, 7.736
6.030, 14.934
6.040, 8.957
6.050, 5.980
6.060, 19.004
6.070, 21.028
6.080, 6.052
6.090, 6.076
6.100, 13.100
6.110, 10.125
6.120, 16.151
6.130, 13.177
6.140, 6.202
6.150, 6.228
6.160, 5.254
6.170, 10.374
6.180, 10.399
6.190, 2.424
6.200, 17.496
6.210, 9.535
6.220, 11.540
6.230, 9.574
6.240, 11.604
6.250, 17.628
6.260, 10.652
6.270, 12.665
6.280, 10.689
6.290, 26.661
6.300, 14.683
6.310, 12.706
6.320, 17.729
6.330, 5.745
6.340, 12.830
6.350, 8.855
6.360, 4.881
6.370, 6.840
6.380, 10.866
6.390, 10.892
6.400, 6.920
6.410, 11.947
6.420, 5.975
6.430, 11.003
6.440, 7.031
6.450, 4.059
6.460, 19.088
6.470, 4.219
6.480, 1.248
6.490, 15.277
6.500, 6.307
6.510, 10.337
6.520, 5.460
6.530, 2.490
6.540, 4.547
6.550, 11.578
